tournament,stage,date,home_team,away_team,home_score,away_score,venue,winner
2010--south-africa,Group C,2010-06-23,16:00    USA,Algeria,1,0,"Loftus Versfeld Stadium, Pretoria",16:00    USA
2010--south-africa,Group C,2010-06-23,16:00    Slovenia,England,0,1,"Nelson Mandela Bay Stadium, Port Elizabeth",England
2010--south-africa,Group D,2010-06-13,16:00    Serbia,Ghana,0,1,"Loftus Versfeld Stadium, Pretoria",Ghana
2010--south-africa,Group D,2010-06-13,20:30    Germany,Australia,4,0,"Moses Mabhida Stadium, Durban",20:30    Germany
2010--south-africa,Group D,2010-06-18,13:30    Germany,Serbia,0,1,"Nelson Mandela Bay Stadium, Port Elizabeth",Serbia
2010--south-africa,Group D,2010-06-19,16:00    Ghana,Australia,1,1,"Royal Bafokeng Stadium, Rustenburg",Draw
2010--south-africa,Group D,2010-06-23,20:30    Australia,Serbia,2,1,"Mbombela Stadium, Nelspruit",20:30    Australia
2010--south-africa,Group D,2010-06-23,20:30    Ghana,Germany,0,1,"Soccer City, Johannesburg",Germany
2010--south-africa,Group E,2010-06-14,13:30   Netherlands,Denmark,2,0,"Soccer City, Johannesburg",13:30   Netherlands
2010--south-africa,Group E,2010-06-14,16:00   Japan,Cameroon,1,0,"Free State Stadium, Bloemfontein",16:00   Japan
2010--south-africa,Group E,2010-06-19,13:30   Netherlands,Japan,1,0,"Moses Mabhida Stadium, Durban",13:30   Netherlands
2010--south-africa,Group E,2010-06-19,20:30   Cameroon,Denmark,1,2,"Loftus Versfeld Stadium, Pretoria",Denmark
2010--south-africa,Group E,2010-06-24,20:30   Denmark,Japan,1,3,"Royal Bafokeng Stadium, Rustenburg",Japan
2010--south-africa,Group E,2010-06-24,20:30   Cameroon,Netherlands,1,2,"Cape Town Stadium, Cape Town",Netherlands
2010--south-africa,Group F,2010-06-14,20:30   Italy,Paraguay,1,1,"Cape Town Stadium, Cape Town",Draw
2010--south-africa,Group F,2010-06-15,13:30   New Zealand,Slovakia,1,1,"Royal Bafokeng Stadium, Rustenburg",Draw
2010--south-africa,Group F,2010-06-20,13:30   Slovakia,Paraguay,0,2,"Free State Stadium, Bloemfontein",Paraguay
2010--south-africa,Group F,2010-06-20,16:00   Italy,New Zealand,1,1,"Mbombela Stadium, Nelspruit",Draw
2010--south-africa,Group F,2010-06-24,16:00   Slovakia,Italy,3,2,"Ellis Park Stadium, Johannesburg",16:00   Slovakia
2010--south-africa,Group F,2010-06-24,16:00   Paraguay,New Zealand,0,0,"Peter Mokaba Stadium, Polokwane",Draw
2010--south-africa,Group G,2010-06-15,16:00   Côte d'Ivoire,Portugal,0,0,"Nelson Mandela Bay Stadium, Port Elizabeth",Draw
2010--south-africa,Group G,2010-06-15,20:30   Brazil,North Korea,2,1,"Ellis Park Stadium, Johannesburg",20:30   Brazil
2010--south-africa,Group G,2010-06-20,20:30   Brazil,Côte d'Ivoire,3,1,"Soccer City, Johannesburg",20:30   Brazil
2010--south-africa,Group G,2010-06-21,13:30   Portugal,North Korea,7,0,"Cape Town Stadium, Cape Town",13:30   Portugal
2010--south-africa,Group G,2010-06-25,16:00   Portugal,Brazil,0,0,"Moses Mabhida Stadium, Durban",Draw
2010--south-africa,Group G,2010-06-25,16:00   North Korea,Côte d'Ivoire,0,3,"Mbombela Stadium, Nelspruit",Côte d'Ivoire
2010--south-africa,Group H,2010-06-16,13:30   Honduras,Chile,0,1,"Mbombela Stadium, Nelspruit",Chile
2010--south-africa,Group H,2010-06-16,16:00   Spain,Switzerland,0,1,"Moses Mabhida Stadium, Durban",Switzerland
2010--south-africa,Group H,2010-06-21,16:00   Chile,Switzerland,1,0,"Nelson Mandela Bay Stadium, Port Elizabeth",16:00   Chile
2010--south-africa,Group H,2010-06-21,20:30   Spain,Honduras,2,0,"Ellis Park Stadium, Johannesburg",20:30   Spain
2010--south-africa,Group H,2010-06-25,20:30   Chile,Spain,1,2,"Loftus Versfeld Stadium, Pretoria",Spain
2010--south-africa,Group H,2010-06-25,20:30   Switzerland,Honduras,0,0,"Free State Stadium, Bloemfontein",Draw
2010--south-africa,Round of 16,2010-06-26,16:00   Uruguay,South Korea,2,1,"Nelson Mandela Bay Stadium, Port Elizabeth",16:00   Uruguay
2010--south-africa,Round of 16,2010-06-26,20:30   USA,Ghana,1,2,"Royal Bafokeng Stadium, Rustenburg",Ghana
2010--south-africa,Round of 16,2010-06-27,16:00   Germany,England,4,1,"Free State Stadium, Bloemfontein",16:00   Germany
2010--south-africa,Round of 16,2010-06-27,20:30   Argentina,Mexico,3,1,"Soccer City, Johannesburg",20:30   Argentina
2010--south-africa,Round of 16,2010-06-28,16:00   Netherlands,Slovakia,2,1,"Moses Mabhida Stadium, Durban",16:00   Netherlands
2010--south-africa,Round of 16,2010-06-28,20:30   Brazil,Chile,3,0,"Ellis Park Stadium, Johannesburg",20:30   Brazil
2010--south-africa,Round of 16,2010-06-29,16:00   Paraguay,Japan,5,3,"Loftus Versfeld Stadium, Pretoria",16:00   Paraguay
2010--south-africa,Round of 16,2010-06-29,20:30   Spain,Portugal,1,0,"Cape Town Stadium, Cape Town",20:30   Spain
2010--south-africa,Round of 16,2010-07-02,16:00   Netherlands,Brazil,2,1,"Nelson Mandela Bay Stadium, Port Elizabeth",16:00   Netherlands
2010--south-africa,Round of 16,2010-07-02,20:30   Uruguay,Ghana,4,2,"Soccer City, Johannesburg",20:30   Uruguay
2010--south-africa,Round of 16,2010-07-03,16:00   Argentina,Germany,0,4,"Cape Town Stadium, Cape Town",Germany
2010--south-africa,Round of 16,2010-07-03,20:30   Paraguay,Spain,0,1,"Ellis Park Stadium, Johannesburg",Spain
2010--south-africa,Round of 16,2010-07-06,20:30   Uruguay,Netherlands,2,3,"Cape Town Stadium, Cape Town",Netherlands
2010--south-africa,Round of 16,2010-07-07,20:30   Germany,Spain,0,1,"Moses Mabhida Stadium, Durban",Spain
2010--south-africa,Third-place play-off,2010-07-10,20:30  Uruguay,Germany,2,3,"Nelson Mandela Bay Stadium, Port Elizabeth",Germany
2010--south-africa,Final,2010-07-11,20:30  Netherlands,Spain,0,1,"Soccer City, Johannesburg",Spain
