tournament,stage,date,home_team,away_team,home_score,away_score,venue,winner
2002--south-korea-n-japan,Round of 16,2002-06-18,Japan,Turkey,0,1,"Miyagi Stadium, Miyagi",Turkey
2002--south-korea-n-japan,Round of 16,2002-06-18,South Korea,Italy,2,1,"Daejeon World Cup Stadium, Daejeon",South Korea
2002--south-korea-n-japan,Quarter-finals,2002-06-21,England,Brazil,1,2,"Shizuoka Stadium, Shizuoka",Brazil
2002--south-korea-n-japan,Quarter-finals,2002-06-21,Germany,USA,1,0,"Munsu Cup Stadium, Ulsan",Germany
2002--south-korea-n-japan,Quarter-finals,2002-06-22,Spain,South Korea,3,5,"Gwangju World Cup Stadium, Gwangju",South Korea
2002--south-korea-n-japan,Quarter-finals,2002-06-22,Senegal,Turkey,0,1,"Nagai Stadium, Osaka",Turkey
2002--south-korea-n-japan,Semi-finals,2002-06-25,Germany,South Korea,1,0,"Seoul World Cup Stadium, Seoul",Germany
2002--south-korea-n-japan,Semi-finals,2002-06-26,Brazil,Turkey,1,0,"Saitama Stadium, Saitama",Brazil
2002--south-korea-n-japan,Third place play-off,2002-06-29,South Korea,Turkey,2,3,"Daegu World Cup Stadium, Daegu",Turkey
2002--south-korea-n-japan,Final,2002-06-30,Germany,Brazil,0,2,"International Stadium Yokohama, Yokohama",Brazil
