tournament,stage,date,home_team,away_team,home_score,away_score,venue,winner
2022--qatar,Group F,2022-11-23,Morocco,Croatia,0,0,"Al Bayt Stadium, Al Khor",Draw
2022--qatar,Group F,2022-11-23,Belgium,Canada,1,0,"Ahmad bin Ali Stadium, Al Rayyan",Belgium
2022--qatar,Group F,2022-11-27,Belgium,Morocco,0,2,"Al Thumama Stadium, Doha",Morocco
2022--qatar,Group F,2022-11-27,Croatia,Canada,4,1,"Khalifa International Stadium, Al Rayyan",Croatia
2022--qatar,Group F,2022-12-01,Croatia,Belgium,0,0,"Ahmad bin Ali Stadium, Al Rayyan",Draw
2022--qatar,Group F,2022-12-01,Canada,Morocco,1,2,"Al Thumama Stadium, Doha",Morocco
2022--qatar,Group G,2022-11-24,Switzerland,Cameroon,1,0,"Al Janoub Stadium, Al Wakrah",Switzerland
2022--qatar,Group G,2022-11-24,Brazil,Serbia,2,0,"Lusail Iconic Stadium, Lusail",Brazil
2022--qatar,Group G,2022-11-28,Cameroon,Serbia,3,3,"Al Janoub Stadium, Al Wakrah",Draw
2022--qatar,Group G,2022-11-28,Brazil,Switzerland,1,0,"Stadium 974, Doha",Brazil
2022--qatar,Group G,2022-12-02,Serbia,Switzerland,2,3,"Stadium 974, Doha",Switzerland
2022--qatar,Group G,2022-12-02,Cameroon,Brazil,1,0,"Lusail Iconic Stadium, Lusail",Cameroon
2022--qatar,Group H,2022-11-24,Uruguay,South Korea,0,0,"Education City Stadium, Al Rayyan",Draw
2022--qatar,Group H,2022-11-24,Portugal,Ghana,3,2,"Stadium 974, Doha",Portugal
2022--qatar,Group H,2022-11-28,South Korea,Ghana,2,3,"Education City Stadium, Al Rayyan",Ghana
2022--qatar,Group H,2022-11-28,Portugal,Uruguay,2,0,"Lusail Iconic Stadium, Lusail",Portugal
2022--qatar,Group H,2022-12-02,Ghana,Uruguay,0,2,"Al Janoub Stadium, Al Wakrah",Uruguay
2022--qatar,Group H,2022-12-02,South Korea,Portugal,2,1,"Lusail Iconic Stadium, Lusail",South Korea
2022--qatar,Round of 16,2022-12-03,Netherlands,USA,3,1,"Khalifa International Stadium, Al Rayyan",Netherlands
2022--qatar,Round of 16,2022-12-03,Argentina,Australia,2,1,"Ahmad bin Ali Stadium, Al Rayyan",Argentina
2022--qatar,Round of 16,2022-12-04,France,Poland,3,1,"Al Thumama Stadium, Doha",France
2022--qatar,Round of 16,2022-12-04,England,Senegal,3,0,"Al Bayt Stadium, Al Khor",England
2022--qatar,Round of 16,2022-12-05,Japan,Croatia,1,3,"Al Janoub Stadium, Al Wakrah",Croatia
2022--qatar,Round of 16,2022-12-05,Brazil,South Korea,4,1,"Stadium 974, Doha",Brazil
2022--qatar,Round of 16,2022-12-06,Morocco,Spain,3,0,"Education City Stadium, Al Rayyan",Morocco
2022--qatar,Round of 16,2022-12-06,Portugal,Switzerland,6,1,"Lusail Iconic Stadium, Lusail",Portugal
2022--qatar,Quarter-finals,2022-12-09,Croatia,Brazil,4,2,"Education City Stadium, Al Rayyan",Croatia
2022--qatar,Quarter-finals,2022-12-09,Netherlands,Argentina,3,4,"Lusail Iconic Stadium, Lusail",Argentina
2022--qatar,Quarter-finals,2022-12-10,Morocco,Portugal,1,0,"Al Thumama Stadium, Doha",Morocco
2022--qatar,Quarter-finals,2022-12-10,England,France,1,2,"Al Bayt Stadium, Al Khor",France
2022--qatar,Semi-finals,2022-12-13,Argentina,Croatia,3,0,"Lusail Iconic Stadium, Lusail",Argentina
2022--qatar,Semi-finals,2022-12-14,France,Morocco,2,0,"Al Bayt Stadium, Al Khor",France
2022--qatar,Match for third place,2022-12-17,Croatia,Morocco,2,1,"Khalifa International Stadium, Al Rayyan",Croatia
2022--qatar,Final,2022-12-18,Argentina,France,4,2,"Lusail Iconic Stadium, Lusail",Argentina
