tournament,stage,date,home_team,away_team,home_score,away_score,venue,winner,home_elo,away_elo,home_elo_after,away_elo_after,elo_diff,home_rank,away_rank,home_rank_obj,away_rank_obj,rank_source,home_days_since_last_match,away_days_since_last_match,rank_diff,is_home_favourite,ingested_at,match_temp,match_hum,match_wind,shock_home,shock_away
1994--usa,Group A,1994-06-26,USA,Romania,0,1,"Rose Bowl, Pasadena",Romania,,,,,,,,,,,,,,,,38.642608642578125,46.75244903564453,13.5706148147583,10.140373,17.799519
1994--usa,Group A,1994-06-26,Switzerland,Colombia,0,2,"Stanford Stadium, Stanford",Colombia,,,,,,,,,,,,,,,,28.63678741455078,89.01805114746094,17.208602905273438,9.013964,-4.776497
1994--usa,Group B,1994-06-19,Cameroon,Sweden,2,2,"Rose Bowl, Pasadena",Draw,,,,,,,,,,,,,,,,30.299522399902344,72.46138763427734,12.397806167602539,-1.9254036,10.322708
1994--usa,Group B,1994-06-20,Brazil,Russia,2,0,"Stanford Stadium, Stanford",Brazil,,,,,,,,,,,,,,,,20.58514404296875,95.18490600585938,13.698933601379395,-14.084232,3.3375397
1994--usa,Group B,1994-06-24,Brazil,Cameroon,3,0,"Stanford Stadium, Stanford",Brazil,,,,,,,,,,,,,,,,22.6991024017334,94.19830322265625,15.683775901794434,-11.970274,-9.525824
1994--usa,Group B,1994-06-24,Sweden,Russia,3,1,"Pontiac Silverdome, Pontiac",Sweden,,,,,,,,,,,,,,,,26.064693450927734,99.07559204101562,24.535526275634766,6.087879,8.817089
1994--usa,Group B,1994-06-28,Russia,Cameroon,6,1,"Stanford Stadium, Stanford",Russia,,,,,,,,,,,,,,,,26.55173110961914,96.48780822753906,11.01388168334961,9.304127,-5.673195
1994--usa,Group B,1994-06-28,Brazil,Sweden,1,1,"Pontiac Silverdome, Pontiac",Draw,,,,,,,,,,,,,,,,25.159963607788086,97.10566711425781,18.08977508544922,-9.509413,5.1831493
1994--usa,Group C,1994-06-17,Germany,Bolivia,1,0,"Soldier Field, Chicago",Germany,,,,,,,,,,,,,,,,34.80717086791992,85.60198974609375,12.849528312683105,6.6639557,6.987171
1994--usa,Group C,1994-06-17,Spain,South Korea,2,2,"Cotton Bowl, Dallas",Draw,,,,,,,,,,,,,,,,36.418182373046875,94.69066619873047,17.87355613708496,-0.6646881,14.998478
1994--usa,Group C,1994-06-21,Germany,Spain,1,1,"Soldier Field, Chicago",Draw,,,,,,,,,,,,,,,,32.55492401123047,89.2192153930664,21.900903701782227,4.411709,-4.5279465
1994--usa,Group C,1994-06-23,South Korea,Bolivia,0,0,"Foxboro Stadium, Foxborough",Draw,,,,,,,,,,,,,,,,27.733842849731445,56.010986328125,17.55161476135254,6.3141384,-0.086156845
1994--usa,Group C,1994-06-27,Bolivia,Spain,1,3,"Soldier Field, Chicago",Spain,,,,,,,,,,,,,,,,24.57175636291504,86.12596893310547,16.119800567626953,-3.2482433,-12.511114
1994--usa,Group C,1994-06-27,Germany,South Korea,3,2,"Cotton Bowl, Dallas",Germany,,,,,,,,,,,,,,,,38.84309005737305,74.57303619384766,32.30586242675781,10.699875,17.423386
1994--usa,Group D,1994-06-21,Argentina,Greece,4,0,"Foxboro Stadium, Foxborough",Argentina,,,,,,,,,,,,,,,,23.50240707397461,83.12385559082031,17.877180099487305,11.257536,1.256794
1994--usa,Group D,1994-06-21,Nigeria,Bulgaria,3,0,"Cotton Bowl, Dallas",Nigeria,,,,,,,,,,,,,,,,36.52940368652344,94.1248550415039,12.904882431030273,2.8984985,10.797039
1994--usa,Group D,1994-06-25,Argentina,Nigeria,2,1,"Foxboro Stadium, Foxborough",Argentina,,,,,,,,,,,,,,,,30.19408416748047,97.80525970458984,21.38896942138672,17.949213,-3.436821
1994--usa,Group D,1994-06-26,Greece,Bulgaria,0,4,"Soldier Field, Chicago",Bulgaria,,,,,,,,,,,,,,,,25.96347427368164,90.46729278564453,20.907913208007812,3.7178612,0.23110962
1994--usa,Group D,1994-06-30,Greece,Nigeria,0,2,"Foxboro Stadium, Foxborough",Nigeria,,,,,,,,,,,,,,,,29.475845336914062,97.86740112304688,22.87062644958496,7.2302322,-4.15506
1994--usa,Group D,1994-06-30,Argentina,Bulgaria,0,2,"Cotton Bowl, Dallas",Bulgaria,,,,,,,,,,,,,,,,39.18906784057617,79.01846313476562,22.39246368408203,26.944197,13.456703
1994--usa,Group E,1994-06-18,Italy,Ireland,0,1,"Giants Stadium, East Rutherford",Ireland,,,,,,,,,,,,,,,,33.91982650756836,99.0678939819336,8.55710220336914,4.764385,15.405453
1994--usa,Group E,1994-06-19,Norway,Mexico,1,0,"RFK Stadium, Washington",Norway,,,,,,,,,,,,,,,,41.2252197265625,90.70588684082031,9.339207649230957,26.337406,17.908884
1994--usa,Group E,1994-06-23,Italy,Norway,1,0,"Giants Stadium, East Rutherford",Italy,,,,,,,,,,,,,,,,35.601890563964844,99.69452667236328,7.9932966232299805,6.4464493,20.714077
1994--usa,Group E,1994-06-24,Mexico,Ireland,2,1,"Citrus Bowl, Orlando",Mexico,,,,,,,,,,,,,,,,36.777828216552734,95.02291107177734,19.64228057861328,13.461493,18.263454
1994--usa,Group E,1994-06-28,Ireland,Norway,0,0,"Giants Stadium, East Rutherford",Draw,,,,,,,,,,,,,,,,32.38520050048828,97.48224639892578,13.627795219421387,13.870827,17.497387
1994--usa,Group E,1994-06-28,Italy,Mexico,1,1,"RFK Stadium, Washington",Draw,,,,,,,,,,,,,,,,30.38071060180664,96.6895523071289,14.332341194152832,1.2252693,7.064375
1994--usa,Group F,1994-06-19,Belgium,Morocco,1,0,"Citrus Bowl, Orlando",Belgium,,,,,,,,,,,,,,,,36.05425262451172,98.18378448486328,10.972620010375977,10.944071,5.03878
1994--usa,Group F,1994-06-20,Netherlands,Saudi Arabia,2,1,"RFK Stadium, Washington",Netherlands,,,,,,,,,,,,,,,,34.66350555419922,91.38829803466797,12.904882431030273,12.07213,-9.330444
1994--usa,Group F,1994-06-25,Belgium,Netherlands,1,0,"Citrus Bowl, Orlando",Belgium,,,,,,,,,,,,,,,,36.77363586425781,94.20336151123047,18.5146427154541,11.663454,14.1822605
1994--usa,Group F,1994-06-25,Saudi Arabia,Morocco,2,1,"Giants Stadium, East Rutherford",Saudi Arabia,,,,,,,,,,,,,,,,29.236595153808594,95.19196319580078,18.289274215698242,-14.757355,-1.7788773
1994--usa,Group F,1994-06-29,Morocco,Netherlands,1,2,"Citrus Bowl, Orlando",Netherlands,,,,,,,,,,,,,,,,37.10875701904297,97.6107406616211,8.70723819732666,6.0932846,14.517382
1994--usa,Group F,1994-06-29,Belgium,Saudi Arabia,0,1,"RFK Stadium, Washington",Saudi Arabia,,,,,,,,,,,,,,,,35.252098083496094,84.70993041992188,16.583459854125977,10.141916,-8.741852
1994--usa,Round of 16,1994-07-02,Germany,Belgium,3,2,"Soldier Field, Chicago",Germany,,,,,,,,,,,,,,,,28.532611846923828,84.60308837890625,27.447490692138672,0.38939667,3.42243
1994--usa,Round of 16,1994-07-02,Spain,Switzerland,3,0,"RFK Stadium, Washington",Spain,,,,,,,,,,,,,,,,34.52113723754883,95.43927001953125,11.874544143676758,-2.5617332,14.8983135
1994--usa,Round of 16,1994-07-03,Saudi Arabia,Sweden,1,3,"Cotton Bowl, Dallas",Sweden,,,,,,,,,,,,,,,,36.960044860839844,71.0115737915039,21.28875732421875,-7.033905,16.98323
1994--usa,Round of 16,1994-07-03,Romania,Argentina,3,2,"Rose Bowl, Pasadena",Romania,,,,,,,,,,,,,,,,29.396461486816406,89.91146087646484,12.879752159118652,8.553371,17.15159
1994--usa,Round of 16,1994-07-04,Netherlands,Ireland,2,0,"Citrus Bowl, Orlando",Netherlands,,,,,,,,,,,,,,,,32.081756591796875,97.31362915039062,10.144082069396973,9.490381,13.567383
1994--usa,Round of 16,1994-07-04,Brazil,USA,1,0,"Stanford Stadium, Stanford",Brazil,,,,,,,,,,,,,,,,21.352720260620117,91.80023193359375,13.905508995056152,-13.316656,-7.149515
1994--usa,Round of 16,1994-07-05,Nigeria,Italy,1,2,"Foxboro Stadium, Foxborough",Italy,,,,,,,,,,,,,,,,29.26354217529297,88.82675170898438,18.331741333007812,-4.367363,0.10810089
1994--usa,Round of 16,1994-07-05,Mexico,Bulgaria,1,3,"Giants Stadium, East Rutherford",Bulgaria,,,,,,,,,,,,,,,,29.328563690185547,96.68582153320312,8.496304512023926,6.012228,3.596199
1994--usa,Quarter-finals,1994-07-09,Italy,Spain,2,1,"Foxboro Stadium, Foxborough",Italy,,,,,,,,,,,,,,,,35.71538543701172,98.78012084960938,14.973575592041016,6.559944,-1.367485
1994--usa,Quarter-finals,1994-07-09,Netherlands,Brazil,2,3,"Cotton Bowl, Dallas",Brazil,,,,,,,,,,,,,,,,34.96992492675781,93.05245971679688,17.283748626708984,12.37855,0.30054855
1994--usa,Quarter-finals,1994-07-10,Bulgaria,Germany,2,1,"Giants Stadium, East Rutherford",Bulgaria,,,,,,,,,,,,,,,,34.00233459472656,93.31560516357422,10.972620010375977,8.26997,5.8591194
1994--usa,Quarter-finals,1994-07-10,Romania,Sweden,4,5,"Stanford Stadium, Stanford",Sweden,,,,,,,,,,,,,,,,27.160255432128906,95.87834167480469,12.98497486114502,6.3171654,7.183441
1994--usa,Semi-finals,1994-07-13,Bulgaria,Italy,1,2,"Giants Stadium, East Rutherford",Italy,,,,,,,,,,,,,,,,31.462726593017578,98.4630126953125,13.3637113571167,5.730362,2.3072853
1994--usa,Semi-finals,1994-07-13,Sweden,Brazil,0,1,"Rose Bowl, Pasadena",Brazil,,,,,,,,,,,,,,,,28.267379760742188,86.97075653076172,10.966712951660156,8.2905655,-6.4019966
1994--usa,Third-place match,1994-07-16,Sweden,Bulgaria,4,0,"Rose Bowl, Pasadena",Sweden,,,,,,,,,,,,,,,,32.5025634765625,79.44159698486328,12.522619247436523,12.525749,6.770199
1994--usa,Final,1994-07-17,Brazil,Italy,3,2,"Rose Bowl, Pasadena",Brazil,,,,,,,,,,,,,,,,31.752639770507812,76.5499267578125,11.96695327758789,-2.9167366,2.5971985
1998--france,Group A,1998-06-10,Brazil,Scotland,2,1,"Stade de France, Saint-Denis",Brazil,,,,,,,,,,,,,,,,16.93056297302246,89.35025024414062,25.294963836669922,-17.738813,5.8141327
1998--france,Group A,1998-06-10,Morocco,Norway,2,2,"Stade de la Mosson, Montpellier",Draw,,,,,,,,,,,,,,,,24.671010971069336,92.34603118896484,23.469127655029297,-6.3444614,9.783197
1998--france,Group A,1998-06-16,Scotland,Norway,1,1,"Parc Lescure, Bordeaux",Draw,,,,,,,,,,,,,,,,18.55388069152832,95.38597869873047,12.096214294433594,7.4374504,3.6660671
1998--france,Group A,1998-06-16,Brazil,Morocco,3,0,"Stade de la Beaujoire, Nantes",Brazil,,,,,,,,,,,,,,,,15.291318893432617,94.78089141845703,13.493998527526855,-19.378057,-15.7241535
1998--france,Group A,1998-06-23,Scotland,Morocco,0,3,"Stade Geoffroy-Guichard, Saint-Étienne",Morocco,,,,,,,,,,,,,,,,21.512954711914062,79.32003021240234,14.5610990524292,10.396524,-9.502518
1998--france,Group A,1998-06-23,Brazil,Norway,1,2,"Stade Vélodrome, Marseille",Norway,,,,,,,,,,,,,,,,27.219661712646484,76.83638763427734,24.248611450195312,-7.4497147,12.331848
1998--france,Group B,1998-06-11,Cameroon,Austria,1,1,"Stade de Toulouse, Toulouse",Draw,,,,,,,,,,,,,,,,13.840169906616211,89.92950439453125,36.028785705566406,-18.384756,-7.737131
1998--france,Group B,1998-06-11,Italy,Chile,2,2,"Parc Lescure, Bordeaux",Draw,,,,,,,,,,,,,,,,13.45535659790039,82.0279769897461,27.897096633911133,-15.700085,2.0888243
1998--france,Group B,1998-06-17,Chile,Austria,1,1,"Stade Geoffroy-Guichard, Saint-Étienne",Draw,,,,,,,,,,,,,,,,16.631916046142578,84.46837615966797,11.525623321533203,5.2653837,-4.945385
1998--france,Group B,1998-06-17,Italy,Cameroon,3,0,"Stade de la Mosson, Montpellier",Italy,,,,,,,,,,,,,,,,23.903892517089844,63.53574752807617,20.658479690551758,-5.251549,-8.3210335
1998--france,Group B,1998-06-23,Italy,Austria,2,1,"Stade de France, Saint-Denis",Italy,,,,,,,,,,,,,,,,22.83907127380371,88.57799530029297,13.004920959472656,-6.31637,1.2617702
1998--france,Group B,1998-06-23,Chile,Cameroon,1,1,"Stade de la Beaujoire, Nantes",Draw,,,,,,,,,,,,,,,,22.070043563842773,96.42852783203125,11.165804862976074,10.703511,-10.154882
1998--france,Group C,1998-06-12,Saudi Arabia,Denmark,0,1,"Stade Félix Bollaert, Lens",Denmark,,,,,,,,,,,,,,,,11.044557571411133,90.24884033203125,24.79822540283203,-32.949394,-4.034807
1998--france,Group C,1998-06-12,France,South Africa,3,0,"Stade Vélodrome, Marseille",France,,,,,,,,,,,,,,,,11.869441986083984,63.496826171875,47.37933349609375,-21.336246,-25.601921
1998--france,Group C,1998-06-18,France,Saudi Arabia,4,0,"Stade de France, Saint-Denis",France,,,,,,,,,,,,,,,,22.953203201293945,93.20219421386719,11.885453224182129,-10.252485,-21.040747
1998--france,Group C,1998-06-18,South Africa,Denmark,1,1,"Stade de Toulouse, Toulouse",Draw,,,,,,,,,,,,,,,,27.531734466552734,84.00157165527344,9.885261535644531,-9.939629,12.45237
1998--france,Group C,1998-06-24,France,Denmark,2,1,"Stade Gerland, Lyon",France,,,,,,,,,,,,,,,,28.289146423339844,82.43290710449219,9.53150463104248,-4.916542,13.209782
1998--france,Group C,1998-06-24,South Africa,Saudi Arabia,2,2,"Parc Lescure, Bordeaux",Draw,,,,,,,,,,,,,,,,28.828105926513672,87.42912292480469,17.227420806884766,-8.643257,-15.165844
1998--france,Group D,1998-06-12,Paraguay,Bulgaria,0,0,"Stade de la Mosson, Montpellier",Draw,,,,,,,,,,,,,,,,13.044404983520508,62.81132888793945,42.9140510559082,-12.740942,-12.68796
1998--france,Group D,1998-06-13,Spain,Nigeria,2,3,"Stade de la Beaujoire, Nantes",Nigeria,,,,,,,,,,,,,,,,16.294227600097656,90.59432220458984,27.952787399291992,-20.788643,-17.336678
1998--france,Group D,1998-06-19,Nigeria,Bulgaria,1,0,"Parc des Princes, Paris",Nigeria,,,,,,,,,,,,,,,,27.954833984375,96.74087524414062,9.504273414611816,-5.676071,2.2224693
1998--france,Group D,1998-06-19,Spain,Paraguay,0,0,"Stade Geoffroy-Guichard, Saint-Étienne",Draw,,,,,,,,,,,,,,,,26.0512752532959,83.84185028076172,7.491114139556885,-11.031595,0.26592827
1998--france,Group D,1998-06-24,Spain,Bulgaria,6,1,"Stade Félix Bollaert, Lens",Spain,,,,,,,,,,,,,,,,25.17703628540039,96.47776794433594,14.154914855957031,-11.905834,-0.55532837
1998--france,Group D,1998-06-24,Nigeria,Paraguay,1,3,"Stade de Toulouse, Toulouse",Paraguay,,,,,,,,,,,,,,,,29.727432250976562,84.38306427001953,17.651016235351562,-3.903473,3.9420853
1998--france,Group E,1998-06-13,Netherlands,Belgium,0,0,"Stade de France, Saint-Denis",Draw,,,,,,,,,,,,,,,,12.762861251831055,94.00359344482422,22.427162170410156,-9.828514,-12.347321
1998--france,Group E,1998-06-13,South Korea,Mexico,1,3,"Stade Gerland, Lyon",Mexico,,,,,,,,,,,,,,,,15.443716049194336,88.39691925048828,9.021574020385742,-5.9759884,-7.8726196
1998--france,Group E,1998-06-20,Netherlands,South Korea,5,0,"Stade Vélodrome, Marseille",Netherlands,,,,,,,,,,,,,,,,25.156606674194336,93.80286407470703,14.471820831298828,2.5652313,3.7369022
1998--france,Group E,1998-06-20,Belgium,Mexico,2,2,"Parc Lescure, Bordeaux",Draw,,,,,,,,,,,,,,,,37.61968231201172,68.97428131103516,14.973576545715332,12.5095005,14.303347
1998--france,Group E,1998-06-25,Belgium,South Korea,1,1,"Parc des Princes, Paris",Draw,,,,,,,,,,,,,,,,20.079988479614258,81.05693054199219,15.844090461730957,-5.0301933,-1.339716
1998--france,Group E,1998-06-25,Netherlands,Mexico,2,2,"Stade Geoffroy-Guichard, Saint-Étienne",Draw,,,,,,,,,,,,,,,,25.765905380249023,96.83906555175781,9.746630668640137,3.17453,2.4495697
1998--france,Group F,1998-06-14,Yugoslavia,Iran,1,0,"Stade Geoffroy-Guichard, Saint-Étienne",Yugoslavia,,,,,,,,,,,,,,,,14.1552734375,88.6197509765625,12.574259757995605,16.361813,-19.20879
1998--france,Group F,1998-06-15,Germany,USA,2,0,"Parc des Princes, Paris",Germany,,,,,,,,,,,,,,,,17.526018142700195,93.56103515625,16.57564353942871,-10.617197,-10.976217
1998--france,Group F,1998-06-21,Germany,Yugoslavia,2,2,"Stade Félix Bollaert, Lens",Draw,,,,,,,,,,,,,,,,26.745466232299805,86.57713317871094,21.129884719848633,-1.397749,28.952005
1998--france,Group F,1998-06-21,USA,Iran,1,2,"Stade Gerland, Lyon",Iran,,,,,,,,,,,,,,,,30.08672332763672,66.02532958984375,16.954431533813477,1.5844879,-3.27734
1998--france,Group F,1998-06-25,Germany,Iran,2,0,"Stade de la Mosson, Montpellier",Germany,,,,,,,,,,,,,,,,29.32770538330078,86.98632049560547,19.242326736450195,1.1844902,-4.036358
1998--france,Group F,1998-06-25,USA,Yugoslavia,0,1,"Stade de la Beaujoire, Nantes",Yugoslavia,,,,,,,,,,,,,,,,17.951030731201172,87.1083984375,18.430452346801758,-10.551205,20.15757
1998--france,Group G,1998-06-15,Romania,Colombia,1,0,"Stade Gerland, Lyon",Romania,,,,,,,,,,,,,,,,20.050573348999023,93.55326843261719,13.009902954101562,-0.7925167,-13.362711
1998--france,Group G,1998-06-15,England,Tunisia,2,0,"Stade Vélodrome, Marseille",England,,,,,,,,,,,,,,,,20.554346084594727,74.00657653808594,20.163211822509766,-2.7970867,-13.947821
1998--france,Group G,1998-06-22,Colombia,Tunisia,1,0,"Stade de la Mosson, Montpellier",Colombia,,,,,,,,,,,,,,,,31.486400604248047,88.2420654296875,22.884788513183594,-1.9268837,-3.0157661
1998--france,Group G,1998-06-22,Romania,England,2,1,"Stade de Toulouse, Toulouse",Romania,,,,,,,,,,,,,,,,26.551664352416992,80.99976348876953,15.546833038330078,5.7085743,3.2002316
1998--france,Group G,1998-06-26,Romania,Tunisia,1,1,"Stade de France, Saint-Denis",Draw,,,,,,,,,,,,,,,,19.703075408935547,79.74952697753906,17.102840423583984,-1.1400146,-14.799091
1998--france,Group G,1998-06-26,Colombia,England,0,2,"Stade Félix Bollaert, Lens",England,,,,,,,,,,,,,,,,17.449247360229492,92.66134643554688,20.873790740966797,-15.964037,-5.9021854
1998--france,Group H,1998-06-14,Jamaica,Croatia,1,3,"Stade Félix Bollaert, Lens",Croatia,,,,,,,,,,,,,,,,14.422504425048828,93.55408477783203,22.65713119506836,-15.520924,-14.19762
1998--france,Group H,1998-06-14,Argentina,Japan,1,0,"Stade de Toulouse, Toulouse",Argentina,,,,,,,,,,,,,,,,15.758010864257812,88.60887145996094,20.61766242980957,3.5131397,-3.4836178
1998--france,Group H,1998-06-20,Japan,Croatia,0,1,"Stade de la Beaujoire, Nantes",Croatia,,,,,,,,,,,,,,,,31.8343505859375,88.89962768554688,20.746122360229492,12.592722,3.2142258
1998--france,Group H,1998-06-21,Argentina,Jamaica,5,0,"Parc des Princes, Paris",Argentina,,,,,,,,,,,,,,,,29.797996520996094,82.09252166748047,17.208602905273438,17.553125,-0.14543152
1998--france,Group H,1998-06-26,Japan,Jamaica,1,2,"Stade Gerland, Lyon",Jamaica,,,,,,,,,,,,,,,,24.920269012451172,96.53995513916016,11.18320083618164,5.6786404,-5.023159
1998--france,Group H,1998-06-26,Argentina,Croatia,1,0,"Parc Lescure, Bordeaux",Argentina,,,,,,,,,,,,,,,,24.528043746948242,93.04122161865234,8.21715259552002,12.283173,-4.092081
1998--france,Round of 16,1998-06-27,Brazil,Chile,4,1,"Parc des Princes, Paris",Brazil,,,,,,,,,,,,,,,,18.9888858795166,88.19523620605469,23.44150161743164,-15.6804905,7.6223536
1998--france,Round of 16,1998-06-27,Italy,Norway,1,0,"Stade Vélodrome, Marseille",Italy,,,,,,,,,,,,,,,,28.530845642089844,96.88983917236328,15.716793060302734,-0.62459564,13.643032
1998--france,Round of 16,1998-06-28,Nigeria,Denmark,1,4,"Stade de France, Saint-Denis",Denmark,,,,,,,,,,,,,,,,17.439411163330078,89.63223266601562,19.586116790771484,-16.191494,2.3600464
1998--france,Round of 16,1998-06-28,France,Paraguay,1,0,"Stade Félix Bollaert, Lens",France,,,,,,,,,,,,,,,,15.601053237915039,91.43795776367188,26.299718856811523,-17.604635,-10.184294
1998--france,Round of 16,1998-06-29,Germany,Mexico,2,1,"Stade de la Mosson, Montpellier",Germany,,,,,,,,,,,,,,,,30.28595733642578,71.4979248046875,18.345876693725586,2.1427422,6.9696217
1998--france,Round of 16,1998-06-29,Netherlands,Yugoslavia,2,1,"Stade de Toulouse, Toulouse",Netherlands,,,,,,,,,,,,,,,,28.242603302001953,78.34355926513672,11.212135314941406,5.651228,30.449142
1998--france,Round of 16,1998-06-30,Argentina   4-3pen 2-2aet (,England,2,2,"Stade Geoffroy-Guichard, Saint-Étienne",Draw,,,,,,,,,,,,,,,,25.24193000793457,93.9704360961914,11.609650611877441,3.24193,1.8904972
1998--france,Round of 16,1998-06-30,Romania,Croatia,0,1,"Parc Lescure, Bordeaux",Croatia,,,,,,,,,,,,,,,,24.30043601989746,82.87194061279297,10.739832878112793,3.457346,-4.319689
1998--france,Quarter-finals,1998-07-03,Italy    3-4pen,France,0,0,"Stade de France, Saint-Denis",Draw,,,,,,,,,,,,,,,,16.92224884033203,92.99348449707031,19.665359497070312,-15.53154,-16.28344
1998--france,Quarter-finals,1998-07-03,Brazil,Denmark,3,2,"Stade de la Beaujoire, Nantes",Brazil,,,,,,,,,,,,,,,,18.425994873046875,94.97432708740234,19.008544921875,-16.243382,3.34663
1998--france,Quarter-finals,1998-07-04,Germany,Croatia,0,3,"Stade Gerland, Lyon",Croatia,,,,,,,,,,,,,,,,21.651281356811523,91.69200897216797,14.830076217651367,-6.491934,-6.9688435
1998--france,Quarter-finals,1998-07-04,Netherlands,Argentina,2,1,"Stade Vélodrome, Marseille",Netherlands,,,,,,,,,,,,,,,,25.827228546142578,74.19233703613281,28.96378517150879,3.2358532,13.582357
1998--france,Semi-finals,1998-07-07,Brazil    4-2pen 1-1aet (,Netherlands,1,1,"Stade Vélodrome, Marseille",Draw,,,,,,,,,,,,,,,,27.31220245361328,92.77245330810547,31.682043075561523,5.3122025,4.720827
1998--france,Semi-finals,1998-07-08,France,Croatia,2,1,"Stade de France, Saint-Denis",France,,,,,,,,,,,,,,,,18.402381896972656,86.12452697753906,16.676977157592773,-14.803307,-10.217743
1998--france,Third place match,1998-07-11,Netherlands,Croatia,1,2,"Parc des Princes, Paris",Croatia,,,,,,,,,,,,,,,,20.751354217529297,81.94482421875,26.24298667907715,-1.8400211,-7.8687706
1998--france,Final,1998-07-12,Brazil,France,0,3,"Stade de France, Saint-Denis",France,,,,,,,,,,,,,,,,23.252593994140625,80.61518859863281,28.348712921142578,-11.416782,-9.9530945
2002--south-korea-n-japan,Group A,2002-05-31,France,Senegal,0,1,"Seoul World Cup Stadium, Seoul",Senegal,,,,,,,,,,,,,,,,26.206045150756836,96.56144714355469,15.188416481018066,-6.9996433,-8.5114
2002--south-korea-n-japan,Group A,2002-06-01,Uruguay,Denmark,1,2,"Munsu Cup Stadium, Ulsan",Denmark,,,,,,,,,,,,,,,,30.472732543945312,90.57218170166016,12.904882431030273,13.877974,15.393368
2002--south-korea-n-japan,Group A,2002-06-06,France,Uruguay,0,0,"Asiad Main Stadium, Busan",Draw,,,,,,,,,,,,,,,,27.340980529785156,90.71495056152344,12.605141639709473,-5.864708,10.746222
2002--south-korea-n-japan,Group A,2002-06-06,Denmark,Senegal,1,1,"Daegu World Cup Stadium, Daegu",Draw,,,,,,,,,,,,,,,,34.194786071777344,75.9798583984375,13.755579948425293,19.115421,-0.5226593
2002--south-korea-n-japan,Group A,2002-06-11,Denmark,France,2,0,"Incheon Munhak Stadium, Incheon",Denmark,,,,,,,,,,,,,,,,23.079504013061523,92.72988891601562,18.692285537719727,8.000139,-10.126184
2002--south-korea-n-japan,Group A,2002-06-11,Senegal,Uruguay,3,3,"Suwon World Cup Stadium, Suwon",Draw,,,,,,,,,,,,,,,,23.854333877563477,92.23934936523438,18.003599166870117,-10.8631115,7.259575
2002--south-korea-n-japan,Group B,2002-06-02,Paraguay,South Africa,2,2,"Asiad Main Stadium, Busan",Draw,,,,,,,,,,,,,,,,25.62800407409668,99.0531005859375,12.758432388305664,-0.15734291,-11.843359
2002--south-korea-n-japan,Group B,2002-06-02,Spain,Slovenia,3,1,"Gwangju World Cup Stadium, Gwangju",Spain,,,,,,,,,,,,,,,,30.05148696899414,99.6855697631836,13.849475860595703,-7.0313835,4.4466076
2002--south-korea-n-japan,Group B,2002-06-07,Spain,Paraguay,3,1,"Jeonju World Cup Stadium, Jeonju",Spain,,,,,,,,,,,,,,,,32.58595657348633,99.37277221679688,12.224106788635254,-4.496914,6.8006096
2002--south-korea-n-japan,Group B,2002-06-08,South Africa,Slovenia,1,0,"Daegu World Cup Stadium, Daegu",South Africa,,,,,,,,,,,,,,,,31.66830825805664,83.3863754272461,14.843179702758789,-5.803055,6.063429
2002--south-korea-n-japan,Group B,2002-06-12,South Africa,Spain,2,3,"Daejeon World Cup Stadium, Daejeon",Spain,,,,,,,,,,,,,,,,26.837806701660156,98.13059997558594,21.900903701782227,-10.633556,-10.245064
2002--south-korea-n-japan,Group B,2002-06-12,Slovenia,Paraguay,1,3,"Jeju World Cup Stadium, Jeju",Paraguay,,,,,,,,,,,,,,,,30.501708984375,99.38601684570312,14.618837356567383,4.8968296,4.716362
2002--south-korea-n-japan,Group C,2002-06-03,Brazil,Turkey,2,1,"Munsu Cup Stadium, Ulsan",Brazil,,,,,,,,,,,,,,,,27.64537239074707,99.68463134765625,12.722829818725586,-7.024004,5.2993145
2002--south-korea-n-japan,Group C,2002-06-04,China,Costa Rica,0,2,"Gwangju World Cup Stadium, Gwangju",Costa Rica,,,,,,,,,,,,,,,,32.084354400634766,91.1488037109375,8.37338638305664,8.637415,7.3021297
2002--south-korea-n-japan,Group C,2002-06-08,Brazil,China,4,0,"Jeju World Cup Stadium, Jeju",Brazil,,,,,,,,,,,,,,,,27.744596481323242,98.1436767578125,10.446206092834473,-6.92478,4.297657
2002--south-korea-n-japan,Group C,2002-06-09,Costa Rica,Turkey,1,1,"Incheon Munhak Stadium, Incheon",Draw,,,,,,,,,,,,,,,,25.760618209838867,96.28799438476562,17.654685974121094,0.97839355,3.4145603
2002--south-korea-n-japan,Group C,2002-06-13,Costa Rica,Brazil,2,5,"Suwon World Cup Stadium, Suwon",Brazil,,,,,,,,,,,,,,,,21.602994918823242,96.49256896972656,15.496735572814941,-3.1792297,-13.066381
2002--south-korea-n-japan,Group C,2002-06-13,Turkey,China,3,0,"Seoul World Cup Stadium, Seoul",Turkey,,,,,,,,,,,,,,,,21.92749786376953,94.93465423583984,15.629972457885742,-0.41856003,-1.5194416
2002--south-korea-n-japan,Group D,2002-06-04,South Korea,Poland,2,0,"Asiad Main Stadium, Busan",South Korea,,,,,,,,,,,,,,,,27.004955291748047,96.31267547607422,13.55150032043457,5.585251,8.19972
2002--south-korea-n-japan,Group D,2002-06-05,USA,Portugal,3,2,"Suwon World Cup Stadium, Suwon",USA,,,,,,,,,,,,,,,,33.90815353393555,90.6605453491211,11.019763946533203,5.405918,-2.4618454
2002--south-korea-n-japan,Group D,2002-06-10,South Korea,USA,1,1,"Daegu World Cup Stadium, Daegu",Draw,,,,,,,,,,,,,,,,28.270263671875,99.09208679199219,21.267440795898438,6.850559,-0.23197174
